title,issue,issue_href,url,content_type,publish_date,abstract
Approbation of a Procedure for Determining the Isotopic Composition of Individual Carbon Fractions in an Atmospheric Aerosol by Isotope Ratio Mass Spectrometry,"August 2023, issue 8",/journal/10809/volumes-and-issues/78-8,https://link.springer.com/article/10.1134/S1061934823070079,ARTICLES,02 August 2023,"The ratio of stable carbon isotopes can give important data about the sources of atmospheric carbon compounds. We consider a procedure for the determination of the isotopic composition of individual carbon fractions in atmospheric aerosols by isotope ratio mass spectrometry. We performed a preliminary analysis of carbon isotope composition (δ13C) for various carbonaceous aerosol fractions (total carbon, organic + elemental carbon without carbonates, water-soluble organic carbon, water-insoluble carbon, and elemental carbon) collected during marine Arctic expeditions at the Ice base “Cape Baranov”, at the geophysical observatory of the Institute of Monitoring of Climatic and Ecological Systems of the Siberian Branch of the Russian Academy of Sciences (IMCES SB RAS) (Tomsk), and at the OPTIK Tu-134 aircraft laboratory."
Development and Optimization of an Algorithm for Accurate Estimation of Real-Time Hydrogen Concentration Using a ZnO-Based Gas Sensor,"August 2023, issue 8",/journal/10809/volumes-and-issues/78-8,https://link.springer.com/article/10.1134/S1061934823080087,ARTICLES,02 August 2023,"This paper addresses the problem of estimation of hydrogen gas concentration using current output from a sensor chip, integrated with a thin film of ZnO as a sensing layer and inbuilt microheater to obtain desired operating temperature by proposing an appropriate algorithm. The proposed algorithm minimizes the estimation delay while maximizing the estimation accuracy. The proposed algorithm also accounts for the variation in sensor performance with relative humidity. The key features of the proposed algorithm are low computational complexity, low memory requirements, compatibility with any metal-oxides-based hydrogen sensors with independent calibration or turning points, and minimal requirements to the calibration time. As proof of concept, a demonstration of the algorithm efficiency is evaluated by estimating hydrogen concentration using ZnO thin film-based gas sensor device and comparing its performance with available state-of-the-art hydrogen sensor algorithm outputs."
Facile Synthesis of a Novel Zr/Fe3O4/GO Nanocomposite and Its Application for Modification of Electrode Surfaces and Voltammetric Determination of Nitrite Ions,"August 2023, issue 8",/journal/10809/volumes-and-issues/78-8,https://link.springer.com/article/10.1134/S1061934823080038,ARTICLES,02 August 2023,"A ZrNPs/Fe3O4/GO nanocomposite was successfully synthesized for the first time with an in-situ method, and its properties were defined by energy-dispersive X-ray spectroscopy, scanning electron microscopy, and powder-XRD techniques. Synthesized nanocomposite was then used as a modifier to prepare modified glassy carbon electrodes for the determination of nitrite ions in foodstuffs. Differential pulse voltammetry and cyclic voltammetry studies showed a high catalytic activity of the proposed nanocomposite in nitrite oxidation. In addition, the electrode showed a linear response between 3 and 76 μM, a detection limit of 3 μM, and high selectivity. The synthesized nanocomposite was stable for at least 9 months, and the resultant electrode had similar stability."
Biohybrid Technology for the Detection of Ultralow Concentrations of Trinitrotoluene in Air,"August 2023, issue 8",/journal/10809/volumes-and-issues/78-8,https://link.springer.com/article/10.1134/S1061934823080099,ARTICLES,02 August 2023,"The technology is based on recording the focal activity (FA) of the olfactory bulb (OB) of rats upon the exposure rats to trinitrotoluene (TNT) vapors in the concentration 4.7 × 10–15 g/cm3, separately and in a mixture with saturated vapors of a complex interference composed of spices. The focal activity of the rat olfactory bulb was recorded using an array of 16 special electrodes implanted in the dorsal part of the rat olfactory bulb. The setup contained a box with a rat, sources of vapors (odorants), a multichannel digital system for recording electrical signals from an electrode array, and software performing algorithms for recognizing and classifying odorants presented to the rat. One source of TNT vapors was a device for batch volumetric preparation with a concentration of about 10–15 g/cm3, and another source was a source with a concentration of 4.7 × 10–15 g/cm3 in an air flow presented to rats. Data from 25 tests showed a 100% probability of detecting TNT vapors of the specified concentrations in pure air and also in the presence of a complex odor interference in the form of vapors from a mixture of red pepper, coriander, tobacco, etc., which, as a rule, mask the smell of TNT for animals."
Estimation of Organic Opacifier in Water-Based Architectural Coatings Using Dynamic Mechanical Thermal Analysis,"August 2023, issue 8",/journal/10809/volumes-and-issues/78-8,https://link.springer.com/article/10.1134/S106193482308004X,ARTICLES,02 August 2023,"Hollow sphere polymeric pigments prepared from styrene-acrylate copolymer referred to as organic opacifiers (OP) are the primary substitutes of TiO2 in water-based architectural paints. This study describes the method for the quantification of OP in water-based paints using dynamic mechanical thermal analysis (DMTA). The significance of DMTA in visualizing the glass transitions over differential scanning calorimetry (DSC) is showcased. The glass transition temperature (Tg) of OP was found to be ~109°C by DSC method and ~125°C by DMTA method. The peak intensity of tan δ at Tg of OP in paints (tan δ2) is not affected by the curing time and linearly increases as a function of OP concentration in water-based paints, irrespective of the difference in volume solids. DMTA can efficiently quantify OP in paint film if it is ≥3.3% (w/w). Increasing concentration of a coalescing solvent in water-based paints has a detrimental effect on the peak intensity of tan δ2. Two commercially available grades of OP having difference in the core-shell morphology have been studied. Internal morphology of the OP studied by scanning electron microscopy has a significant effect on the peak intensity of tan δ2 thereby affecting its opacity performance in paints. Owing to the limited effect of curing time, volume solids and coalescing solvent on the peak intensity of tan δ2 of paints, this method can be used for the quantification of OP in paints, as it has been validated with seven commercially available paints with known OP contents."
Systematic Errors in the Results of Quantitative Chemical Analysis: from Incorrect Terms to Erroneous Concepts,"August 2023, issue 8",/journal/10809/volumes-and-issues/78-8,https://link.springer.com/article/10.1134/S1061934823060102,DISCUSSIONS,02 August 2023,"It is noticed that the conventional interpretation of systematic errors (or, what is the same, the list of varieties of systematic errors) generally reflects the actual situation, which does not exclude some refilling and specification with the appearance of new types of measurements and the sophistication of the existing ones. These additions should not mean the abolition of the general metrological, time-tested classification. In recent decades, trends have appeared aimed at replacing the meanings of terms and definitions with those uncharacteristic of them, or at introducing terms that have no real meaning at all into metrological practice. This, in turn, led to the emergence of erroneous concepts ensuring the accuracy of the results of quantitative chemical analysis and to the creation of far from perfect regulatory documents, which, among other reasons, was due to an uncritical attitude to international standards. Such concepts bring inaccuracies and erroneous recommendations into monographs and textbooks containing sections related to the metrological aspects of chemical analysis."
Origins and Formation of Ion Chromatography,"August 2023, issue 8",/journal/10809/volumes-and-issues/78-8,https://link.springer.com/article/10.1134/S1061934823080130,HISTORY OF ANALYTICAL CHEMISTRY,02 August 2023,"The origins and ways of formation of ion chromatography are shown. Little-known facts and publications are reflected, and a significant influence of the development of instrument making in HPLC and technologies for the synthesis of low-capacity sorbents on the development of this method is demonstrated. The early history of developments in the field of ion chromatography in the US scientific groups of H. Small (Dow Chemical and Dionex Corp.) and J. Fritz (Iowa State University) is described, and the scientific works and key achievements of these scientists are analyzed."
Capillary Electrophoresis in Assessing the Quality and Safety of Foods,"July 2023, issue 7",/journal/10809/volumes-and-issues/78-7,https://link.springer.com/article/10.1134/S106193482307002X,REVIEWS,18 July 2023,This review is dedicated to the application of capillary electrophoresis to assess the quality and safety of food products.
Spectrophotometric Investigation and Computational Studies of Zirconium(IV)-3-hydroxy-2-[1'-phenyl-3'-(p-methoxyphenyl)-4'-pyrazolyl]-4H-chromen-4-one Complex,"July 2023, issue 7",/journal/10809/volumes-and-issues/78-7,https://link.springer.com/article/10.1134/S1061934823070055,ARTICLES,18 July 2023,"A new binary liquid-liquid extraction technique incorporating 3-hydroxy-2-[1'-phenyl-3'-(p-methoxyphenyl)-4'-pyrazolyl]-4H-chromen-4-one (HPMPC) has been developed for the trace spectrophotometric detection and determination of Zr(IV). The optimal conditions for the formation of Zr(IV)−HPMPC complex in a ratio of 1 : 3 (M : L) were investigated. The resulting complex has yellow color and allows for the micro level measurement of zirconium in a straightforward and cost-effective manner. The process is quick, sensitive (1.073 × 105 L/mol cm) and selective. A good linearity (r = 0.9998) was observed for Zr(IV) in the range of 0.20–0.8 µg/mL. The approach is extremely repeatable with acceptable precision and accuracy (RSD of 0.3%) and can be expanded to include the examination of zirconium in a variety of samples (synthetic, natural and technical). The analytical investigation was successfully extended to DFT calculations to forecast the structural geometry and confirm the complex ultimate stoichiometry. The calculations not only produced an optimal complex structure, but also confirmed the bidentate ligand chelating efficacy by coordinating benzopyran ring to the metal center."
New Schiff Base-Linked Arylazopyrazoles as Reagents for the Photometric Detection of Fluoride Ions,"July 2023, issue 7",/journal/10809/volumes-and-issues/78-7,https://link.springer.com/article/10.1134/S1061934823070109,ARTICLES,18 July 2023,"A novel class of reagents (L1–3) containing arylazopyrazole moiety linked to a Schiff base have been synthesized and investigated for anion sensing applications. All three compounds exhibited excellent sensitivity and selectivity toward selective colorimetric detection of F– in dimethyl sulfoxide. F– sensing mechanisms have been explored by various spectroscopic techniques, viz., 1H NMR, IR, UV-visible, and fluorescence spectroscopy. A clear qualitative and quantitative detection of F– was possible with specificity and good sensitivity with L2 giving optimum results. The LOD value of L2 toward F– was found to be 7 µM. These reagents were applied for fluoride detection in commercial toothpaste as well."
Validated Spectrophotometric Methods for the Resolution of the Binary Mixture of Silver Sulfadiazine and Sodium Hyaluronate in the Presence of Paraben in Their Dosage Form,"July 2023, issue 7",/journal/10809/volumes-and-issues/78-7,https://link.springer.com/article/10.1134/S1061934823070031,ARTICLES,18 July 2023,"Two simple, rapid, accurate, and precise spectrophotometric methods were developed for the determination of silver sulfadiazine (SSD) and sodium hyaluronate (SH) in the presence of methyl and propyl paraben. The methods were applied after the division of each zero-order spectrum of SSD and SH by the spectrum of paraben to exclude it. Method A, a dual wavelength of ratio spectra method, is based on selection of two wavelengths at which the peak amplitude of SH is the same but different for SSD, so wavelengths of 258.0 and 312.6 nm were used to determine SSD in the presence of SH. Other two wavelengths were selected at 208.0 and 238.4 nm for the determination of SH in the presence of SSD. Method B was first derivative spectrophotometry for the determination of SSD and fourth derivative spectrophotometry for the determination of SH. Peak amplitudes were measured at 236.0 and 225.2 nm for SSD and SH, respectively. The proposed methods were validated according to ICH recommendations. The calibration curves for the proposed methods were linear over a concentration range of 1.0–10 and 25–250 µg/mL for SSD and SH, respectively. The specificity of the proposed methods was tested using different laboratory prepared mixtures of both drugs showing high specificity of SSD and SH with accepted recovery values. The proposed methods have been successfully applied for the determination of SSD and SH in pharmaceutical dosage forms without interference from additives."
A Spectrophotometric Method for Tetracycline Determination in its Bulk Powder and Pharmaceutical Formulations Using Flow Injection and Batch Procedures: a Comparative Study,"July 2023, issue 7",/journal/10809/volumes-and-issues/78-7,https://link.springer.com/article/10.1134/S1061934823070080,ARTICLES,18 July 2023,"A reliable and environmental analytical method was developed for the direct determination of tetracycline using flow injection analysis (FIA) and batch procedures with spectrophotometric detection. The developed method is based on the reaction between a chromogenic reagent (vanadium (III) solution) and tetracycline at room temperature and in a neutral medium, resulting in the formation of an intense brown product that shows maximum absorption at 395 nm. The analytical conditions were improved by the application of experimental design. The proposed method was successfully used to analyze samples of commercial medications and verified throughout the concentration ranges of 25–250 and 3–25 µg/mL for both FIA and batch procedures, respectively. The limits for quantification and detection were 37 and 11 µg/mL for the FIA procedure, respectively, while were 5 and 1.5 µg/mL for the batch procedure, respectively. The commercial samples were also subjected to an HPLC analysis, and the outcomes were in high agreement with the developed method using suggested procedures. The proposed FIA and batch procedures can be immediately employed in the pharmaceutical sector for quality control of tetracycline during the production processes."
Quantitative Determination of Related Substances in Propofol by Supercritical Fluid (CO2) Chromatography,"July 2023, issue 7",/journal/10809/volumes-and-issues/78-7,https://link.springer.com/article/10.1134/S1061934823070146,ARTICLES,18 July 2023,"An environmentally friendly, simple and rapid supercritical fluid chromatography (SFC) method was established and validated for the simultaneous determination of ten related substances in propofol bulk drug. The separation was achieved on a Zorbax-silica column at 40°C with a mobile phase consisting of supercritical carbon dioxide (CO2) and heptane containing 10% isopropanol (98 : 2, v/v) in 11 min. Satisfactory resolution and peak shapes for propofol and ten related substances were obtained after optimizing the chromatography system. The ten related substances could be accurately quantified in the 0.03–0.63 μg/mL concentration range with correlation coefficients (r2) ranging from 0.9991 to 0.9998 and recoveries ranging from 92.0 to 113.2%. Furthermore, five stress tests demonstrated that propofol bulk drug degradation occurred under the condition of heat, oxidative degradation, acid and base hydrolysis. Results of orthogonality to our prior GC–MS/MS method suggested this SFC method was time-saving and alternative for propofol quality control."
Dispersive Liquid–Liquid Microextraction of Preservatives for Their Chromatographic Determination in Beverages,"July 2023, issue 7",/journal/10809/volumes-and-issues/78-7,https://link.springer.com/article/10.1134/S1061934823070092,ARTICLES,18 July 2023,"A method of dispersive liquid–liquid microextraction, based on the dispersion of an extractant by the gas phase formed as a result of a phase transition, i.e., the evaporation of a highly volatile nonpolar organic solvent (dispersant) upon heating the extraction,—is developed. The analytical capabilities of the method are shown in the determination of preservatives (sorbic and benzoic acids) in soft drinks for baby food by high-performance liquid chromatography with photometric detection. The extractant and the dispersant for the microextraction of preservatives are chosen a terpenoid and a highly volatile organochlorine solvent, respectively, which excluded the use of polar organic solvents for dispersing phases, with which the distribution coefficients are reduced. The limits of detection (3σ) for sorbic and benzoic acids are 0.3 mg/L. The developed method does not require centrifugation for phase separation."
Development of an UPLC-QTOF-MS Method for the Simultaneous Estimation of Dronedarone and its Unlisted Pharmacopoeial Impurities,"July 2023, issue 7",/journal/10809/volumes-and-issues/78-7,https://link.springer.com/article/10.1134/S1061934823070122,ARTICLES,18 July 2023,"For the first time, an UPLC-QTOF-MS method was developed and validated to simultaneously estimate dronedarone (DDN) and its four unlisted pharmacopoeial impurities: DDN impurities A, B, C, and D. UPLC separation was performed for 6 min on a BEH C18 (50 × 2.1 mm, 1.7 µm) columnwith 0.1% formic acid in water (A) and acetonitrile (B) as mobile phase delivered in gradient at a constant flow rate of 0.6 mL/min. Mass spectrometric detection was performed in ESI-QTOF-MS. The LOD and LOQ values for the analytes ranged from 0.5 to 10 and 0.8 to 75 ng/mL, respectively. The method was found to be linear for all analyte ranges with r2 values ≥0.9998. The method was precise with %RSD values ≤6.5% and overall analyte recovery was found to be 99.8 ± 1.0%. A novel, sensitive, selective, specific, linear, and accurate UPLC-QTOF-MS method was developed and validated to simultaneously estimate DDN and its impurities which are not listed in the pharmacopoeia."
Novel Adsorbents for the Determination of Amino Acids in Soil Extracts by Hydrophilic Interaction Liquid Chromatography with Mass Spectrometric Detection,"July 2023, issue 7",/journal/10809/volumes-and-issues/78-7,https://link.springer.com/article/10.1134/S1061934823070043,ARTICLES,18 July 2023,"Adsorbents based on various substrates—silica and a copolymer of styrene with divinylbenzene—are developed for the determination of amino acids by hydrophilic interaction liquid chromatography—mass spectrometry. The optimal version of the structure of the functional layer in two series of the obtained stationary phases was chosen, which provides the best hydrophilization for each substrate. Retention mechanisms were studied and the conditions for the mass-spectrometric detection, separation, and determination of 16 amino acids were chosen. The applicability of the obtained adsorbents and a method for determining amino acids for the analysis of soil extracts were estimated."
A Voltammetric Sensor Based on Aluminophosphate Zeolite and a Composite of Betulinic Acid with a Chitosan Polyelectrolyte Complex for the Identification and Determination of Naproxen Enantiomers,"July 2023, issue 7",/journal/10809/volumes-and-issues/78-7,https://link.springer.com/article/10.1134/S1061934823070158,ARTICLES,18 July 2023,"A voltammetric sensor was developed based on a glassy carbon electrode with aluminophosphate zeolite finely dispersed on its surface, modified with a polyelectrolyte complex of chitosan with succinyl chitosan and betulinic acid, for the selective detection and determination of naproxen enantiomers. The electrochemical and analytical characteristics of the sensor were studied, and the effective electrode surface area (A = 9.8 ± 0.5 mm2) and charge transfer resistance (Ret = 649.9 ± 0.4 Ω) were calculated. In determining naproxen enantiomers, calibration characteristics are linear in the range from 2.5 × 10–5 to 1 × 10–3 M with limits of detection of 1.1 × 10–7 and 1.5 × 10–7 M and limits of quantification of 3.6 × 10–7 and 4.9 × 10–7 M for R- and S-naproxen, respectively. The sensor is more sensitive to R-naproxen (∆Ep = 60 mV, ipR/ipS = 1.40). The proposed sensor was used to recognize and determine naproxen enantiomers in human urine and plasma samples. Statistical evaluation of the results by the standard addition method showed that there was no systematic error."
Cathode Nanophosphors,"July 2023, issue 7",/journal/10809/volumes-and-issues/78-7,https://link.springer.com/article/10.1134/S1061934823070134,ARTICLES,18 July 2023,"High-current cathodic pulses on an aluminum electrode in solutions containing sufficiently high concentrations of Mg, Ca, Sr, Al, Sc, Y, or La nitrates in a mixture with H3BO3, HF, H3PO4, or H4P2O7 are accompanied by an intense intrinsic luminescence of a number of heavy metals, the ions of which are captured by salt nanofilms and luminescence under the action of hot electrons when are in an environment characteristic of crystal phosphors. The effect of the cathode nanophosphor (CNP) was found in more than 100 systems; photographs are presented for most of the systems. Ga, In, Tl, Ge, Sn, Pb, Mn, Cu, Ag, Cd, Ce, Tb, and Zr ions were activators. The effect of matrix composition on the spectral and kinetic characteristics of the CNP was shown on several examples; a qualitative description of the phenomenon is given, and the prospects for its application to chemical analysis are considered."
