text,href,url
"May 2018, issue 5",/journal/10809/volumes-and-issues/73-5,https://link.springer.com/journal/10809/volumes-and-issues/73-5
"April 2018, issue 4",/journal/10809/volumes-and-issues/73-4,https://link.springer.com/journal/10809/volumes-and-issues/73-4
"March 2018, issue 3",/journal/10809/volumes-and-issues/73-3,https://link.springer.com/journal/10809/volumes-and-issues/73-3
"February 2018, issue 2",/journal/10809/volumes-and-issues/73-2,https://link.springer.com/journal/10809/volumes-and-issues/73-2
"January 2018, issue 1",/journal/10809/volumes-and-issues/73-1,https://link.springer.com/journal/10809/volumes-and-issues/73-1
"December 2017, issue 14",/journal/10809/volumes-and-issues/72-14,https://link.springer.com/journal/10809/volumes-and-issues/72-14
"December 2017, issue 13",/journal/10809/volumes-and-issues/72-13,https://link.springer.com/journal/10809/volumes-and-issues/72-13
"December 2017, issue 12",/journal/10809/volumes-and-issues/72-12,https://link.springer.com/journal/10809/volumes-and-issues/72-12
"November 2017, issue 11",/journal/10809/volumes-and-issues/72-11,https://link.springer.com/journal/10809/volumes-and-issues/72-11
"October 2017, issue 10",/journal/10809/volumes-and-issues/72-10,https://link.springer.com/journal/10809/volumes-and-issues/72-10
"September 2017, issue 9",/journal/10809/volumes-and-issues/72-9,https://link.springer.com/journal/10809/volumes-and-issues/72-9
"August 2017, issue 8",/journal/10809/volumes-and-issues/72-8,https://link.springer.com/journal/10809/volumes-and-issues/72-8
"July 2017, issue 7",/journal/10809/volumes-and-issues/72-7,https://link.springer.com/journal/10809/volumes-and-issues/72-7
"June 2017, issue 6",/journal/10809/volumes-and-issues/72-6,https://link.springer.com/journal/10809/volumes-and-issues/72-6
"May 2017, issue 5",/journal/10809/volumes-and-issues/72-5,https://link.springer.com/journal/10809/volumes-and-issues/72-5
"April 2017, issue 4",/journal/10809/volumes-and-issues/72-4,https://link.springer.com/journal/10809/volumes-and-issues/72-4
"March 2017, issue 3",/journal/10809/volumes-and-issues/72-3,https://link.springer.com/journal/10809/volumes-and-issues/72-3
"February 2017, issue 2",/journal/10809/volumes-and-issues/72-2,https://link.springer.com/journal/10809/volumes-and-issues/72-2
"January 2017, issue 1",/journal/10809/volumes-and-issues/72-1,https://link.springer.com/journal/10809/volumes-and-issues/72-1
"December 2016, issue 14",/journal/10809/volumes-and-issues/71-14,https://link.springer.com/journal/10809/volumes-and-issues/71-14
"December 2016, issue 13",/journal/10809/volumes-and-issues/71-13,https://link.springer.com/journal/10809/volumes-and-issues/71-13
"December 2016, issue 12",/journal/10809/volumes-and-issues/71-12,https://link.springer.com/journal/10809/volumes-and-issues/71-12
"November 2016, issue 11",/journal/10809/volumes-and-issues/71-11,https://link.springer.com/journal/10809/volumes-and-issues/71-11
"October 2016, issue 10",/journal/10809/volumes-and-issues/71-10,https://link.springer.com/journal/10809/volumes-and-issues/71-10
"September 2016, issue 9",/journal/10809/volumes-and-issues/71-9,https://link.springer.com/journal/10809/volumes-and-issues/71-9
"August 2016, issue 8",/journal/10809/volumes-and-issues/71-8,https://link.springer.com/journal/10809/volumes-and-issues/71-8
"July 2016, issue 7",/journal/10809/volumes-and-issues/71-7,https://link.springer.com/journal/10809/volumes-and-issues/71-7
"June 2016, issue 6",/journal/10809/volumes-and-issues/71-6,https://link.springer.com/journal/10809/volumes-and-issues/71-6
"May 2016, issue 5",/journal/10809/volumes-and-issues/71-5,https://link.springer.com/journal/10809/volumes-and-issues/71-5
"April 2016, issue 4",/journal/10809/volumes-and-issues/71-4,https://link.springer.com/journal/10809/volumes-and-issues/71-4
"March 2016, issue 3",/journal/10809/volumes-and-issues/71-3,https://link.springer.com/journal/10809/volumes-and-issues/71-3
"February 2016, issue 2",/journal/10809/volumes-and-issues/71-2,https://link.springer.com/journal/10809/volumes-and-issues/71-2
"January 2016, issue 1",/journal/10809/volumes-and-issues/71-1,https://link.springer.com/journal/10809/volumes-and-issues/71-1
"December 2015, issue 14",/journal/10809/volumes-and-issues/70-14,https://link.springer.com/journal/10809/volumes-and-issues/70-14
"December 2015, issue 13",/journal/10809/volumes-and-issues/70-13,https://link.springer.com/journal/10809/volumes-and-issues/70-13
"December 2015, issue 12",/journal/10809/volumes-and-issues/70-12,https://link.springer.com/journal/10809/volumes-and-issues/70-12
"November 2015, issue 11",/journal/10809/volumes-and-issues/70-11,https://link.springer.com/journal/10809/volumes-and-issues/70-11
"October 2015, issue 10",/journal/10809/volumes-and-issues/70-10,https://link.springer.com/journal/10809/volumes-and-issues/70-10
"September 2015, issue 9",/journal/10809/volumes-and-issues/70-9,https://link.springer.com/journal/10809/volumes-and-issues/70-9
"August 2015, issue 8",/journal/10809/volumes-and-issues/70-8,https://link.springer.com/journal/10809/volumes-and-issues/70-8
"July 2015, issue 7",/journal/10809/volumes-and-issues/70-7,https://link.springer.com/journal/10809/volumes-and-issues/70-7
"June 2015, issue 6",/journal/10809/volumes-and-issues/70-6,https://link.springer.com/journal/10809/volumes-and-issues/70-6
"May 2015, issue 5",/journal/10809/volumes-and-issues/70-5,https://link.springer.com/journal/10809/volumes-and-issues/70-5
"April 2015, issue 4",/journal/10809/volumes-and-issues/70-4,https://link.springer.com/journal/10809/volumes-and-issues/70-4
"March 2015, issue 3",/journal/10809/volumes-and-issues/70-3,https://link.springer.com/journal/10809/volumes-and-issues/70-3
"February 2015, issue 2",/journal/10809/volumes-and-issues/70-2,https://link.springer.com/journal/10809/volumes-and-issues/70-2
"January 2015, issue 1",/journal/10809/volumes-and-issues/70-1,https://link.springer.com/journal/10809/volumes-and-issues/70-1
"December 2014, issue 14",/journal/10809/volumes-and-issues/69-14,https://link.springer.com/journal/10809/volumes-and-issues/69-14
"December 2014, issue 13",/journal/10809/volumes-and-issues/69-13,https://link.springer.com/journal/10809/volumes-and-issues/69-13
"December 2014, issue 12",/journal/10809/volumes-and-issues/69-12,https://link.springer.com/journal/10809/volumes-and-issues/69-12
"November 2014, issue 11",/journal/10809/volumes-and-issues/69-11,https://link.springer.com/journal/10809/volumes-and-issues/69-11
"October 2014, issue 10",/journal/10809/volumes-and-issues/69-10,https://link.springer.com/journal/10809/volumes-and-issues/69-10
"September 2014, issue 9",/journal/10809/volumes-and-issues/69-9,https://link.springer.com/journal/10809/volumes-and-issues/69-9
"August 2014, issue 8",/journal/10809/volumes-and-issues/69-8,https://link.springer.com/journal/10809/volumes-and-issues/69-8
"July 2014, issue 7",/journal/10809/volumes-and-issues/69-7,https://link.springer.com/journal/10809/volumes-and-issues/69-7
"June 2014, issue 6",/journal/10809/volumes-and-issues/69-6,https://link.springer.com/journal/10809/volumes-and-issues/69-6
"May 2014, issue 5",/journal/10809/volumes-and-issues/69-5,https://link.springer.com/journal/10809/volumes-and-issues/69-5
"April 2014, issue 4",/journal/10809/volumes-and-issues/69-4,https://link.springer.com/journal/10809/volumes-and-issues/69-4
"March 2014, issue 3",/journal/10809/volumes-and-issues/69-3,https://link.springer.com/journal/10809/volumes-and-issues/69-3
"February 2014, issue 2",/journal/10809/volumes-and-issues/69-2,https://link.springer.com/journal/10809/volumes-and-issues/69-2
"January 2014, issue 1",/journal/10809/volumes-and-issues/69-1,https://link.springer.com/journal/10809/volumes-and-issues/69-1
"December 2013, issue 14",/journal/10809/volumes-and-issues/68-14,https://link.springer.com/journal/10809/volumes-and-issues/68-14
"December 2013, issue 13",/journal/10809/volumes-and-issues/68-13,https://link.springer.com/journal/10809/volumes-and-issues/68-13
"December 2013, issue 12",/journal/10809/volumes-and-issues/68-12,https://link.springer.com/journal/10809/volumes-and-issues/68-12
"November 2013, issue 11",/journal/10809/volumes-and-issues/68-11,https://link.springer.com/journal/10809/volumes-and-issues/68-11
"October 2013, issue 10",/journal/10809/volumes-and-issues/68-10,https://link.springer.com/journal/10809/volumes-and-issues/68-10
"September 2013, issue 9",/journal/10809/volumes-and-issues/68-9,https://link.springer.com/journal/10809/volumes-and-issues/68-9
"August 2013, issue 8",/journal/10809/volumes-and-issues/68-8,https://link.springer.com/journal/10809/volumes-and-issues/68-8
"July 2013, issue 7",/journal/10809/volumes-and-issues/68-7,https://link.springer.com/journal/10809/volumes-and-issues/68-7
"June 2013, issue 6",/journal/10809/volumes-and-issues/68-6,https://link.springer.com/journal/10809/volumes-and-issues/68-6
"May 2013, issue 5",/journal/10809/volumes-and-issues/68-5,https://link.springer.com/journal/10809/volumes-and-issues/68-5
"April 2013, issue 4",/journal/10809/volumes-and-issues/68-4,https://link.springer.com/journal/10809/volumes-and-issues/68-4
"March 2013, issue 3",/journal/10809/volumes-and-issues/68-3,https://link.springer.com/journal/10809/volumes-and-issues/68-3
"February 2013, issue 2",/journal/10809/volumes-and-issues/68-2,https://link.springer.com/journal/10809/volumes-and-issues/68-2
"January 2013, issue 1",/journal/10809/volumes-and-issues/68-1,https://link.springer.com/journal/10809/volumes-and-issues/68-1
"December 2012, issue 14",/journal/10809/volumes-and-issues/67-14,https://link.springer.com/journal/10809/volumes-and-issues/67-14
"December 2012, issue 13",/journal/10809/volumes-and-issues/67-13,https://link.springer.com/journal/10809/volumes-and-issues/67-13
"December 2012, issue 12",/journal/10809/volumes-and-issues/67-12,https://link.springer.com/journal/10809/volumes-and-issues/67-12
"November 2012, issue 11",/journal/10809/volumes-and-issues/67-11,https://link.springer.com/journal/10809/volumes-and-issues/67-11
"October 2012, issue 10",/journal/10809/volumes-and-issues/67-10,https://link.springer.com/journal/10809/volumes-and-issues/67-10
"September 2012, issue 9",/journal/10809/volumes-and-issues/67-9,https://link.springer.com/journal/10809/volumes-and-issues/67-9
"August 2012, issue 8",/journal/10809/volumes-and-issues/67-8,https://link.springer.com/journal/10809/volumes-and-issues/67-8
"July 2012, issue 7",/journal/10809/volumes-and-issues/67-7,https://link.springer.com/journal/10809/volumes-and-issues/67-7
"June 2012, issue 6",/journal/10809/volumes-and-issues/67-6,https://link.springer.com/journal/10809/volumes-and-issues/67-6
"May 2012, issue 5",/journal/10809/volumes-and-issues/67-5,https://link.springer.com/journal/10809/volumes-and-issues/67-5
"April 2012, issue 4",/journal/10809/volumes-and-issues/67-4,https://link.springer.com/journal/10809/volumes-and-issues/67-4
"March 2012, issue 3",/journal/10809/volumes-and-issues/67-3,https://link.springer.com/journal/10809/volumes-and-issues/67-3
"February 2012, issue 2",/journal/10809/volumes-and-issues/67-2,https://link.springer.com/journal/10809/volumes-and-issues/67-2
"January 2012, issue 1",/journal/10809/volumes-and-issues/67-1,https://link.springer.com/journal/10809/volumes-and-issues/67-1
"December 2011, issue 14",/journal/10809/volumes-and-issues/66-14,https://link.springer.com/journal/10809/volumes-and-issues/66-14
"December 2011, issue 13",/journal/10809/volumes-and-issues/66-13,https://link.springer.com/journal/10809/volumes-and-issues/66-13
"December 2011, issue 12",/journal/10809/volumes-and-issues/66-12,https://link.springer.com/journal/10809/volumes-and-issues/66-12
"November 2011, issue 11",/journal/10809/volumes-and-issues/66-11,https://link.springer.com/journal/10809/volumes-and-issues/66-11
"October 2011, issue 10",/journal/10809/volumes-and-issues/66-10,https://link.springer.com/journal/10809/volumes-and-issues/66-10
"September 2011, issue 9",/journal/10809/volumes-and-issues/66-9,https://link.springer.com/journal/10809/volumes-and-issues/66-9
"August 2011, issue 8",/journal/10809/volumes-and-issues/66-8,https://link.springer.com/journal/10809/volumes-and-issues/66-8
"July 2011, issue 7",/journal/10809/volumes-and-issues/66-7,https://link.springer.com/journal/10809/volumes-and-issues/66-7
"June 2011, issue 6",/journal/10809/volumes-and-issues/66-6,https://link.springer.com/journal/10809/volumes-and-issues/66-6
"May 2011, issue 5",/journal/10809/volumes-and-issues/66-5,https://link.springer.com/journal/10809/volumes-and-issues/66-5
"April 2011, issue 4",/journal/10809/volumes-and-issues/66-4,https://link.springer.com/journal/10809/volumes-and-issues/66-4
"March 2011, issue 3",/journal/10809/volumes-and-issues/66-3,https://link.springer.com/journal/10809/volumes-and-issues/66-3
"February 2011, issue 2",/journal/10809/volumes-and-issues/66-2,https://link.springer.com/journal/10809/volumes-and-issues/66-2
"January 2011, issue 1",/journal/10809/volumes-and-issues/66-1,https://link.springer.com/journal/10809/volumes-and-issues/66-1
"December 2010, issue 14",/journal/10809/volumes-and-issues/65-14,https://link.springer.com/journal/10809/volumes-and-issues/65-14
"December 2010, issue 13",/journal/10809/volumes-and-issues/65-13,https://link.springer.com/journal/10809/volumes-and-issues/65-13
"December 2010, issue 12",/journal/10809/volumes-and-issues/65-12,https://link.springer.com/journal/10809/volumes-and-issues/65-12
"November 2010, issue 11",/journal/10809/volumes-and-issues/65-11,https://link.springer.com/journal/10809/volumes-and-issues/65-11
"October 2010, issue 10",/journal/10809/volumes-and-issues/65-10,https://link.springer.com/journal/10809/volumes-and-issues/65-10
"September 2010, issue 9",/journal/10809/volumes-and-issues/65-9,https://link.springer.com/journal/10809/volumes-and-issues/65-9
"August 2010, issue 8",/journal/10809/volumes-and-issues/65-8,https://link.springer.com/journal/10809/volumes-and-issues/65-8
"July 2010, issue 7",/journal/10809/volumes-and-issues/65-7,https://link.springer.com/journal/10809/volumes-and-issues/65-7
"June 2010, issue 6",/journal/10809/volumes-and-issues/65-6,https://link.springer.com/journal/10809/volumes-and-issues/65-6
"May 2010, issue 5",/journal/10809/volumes-and-issues/65-5,https://link.springer.com/journal/10809/volumes-and-issues/65-5
"April 2010, issue 4",/journal/10809/volumes-and-issues/65-4,https://link.springer.com/journal/10809/volumes-and-issues/65-4
"March 2010, issue 3",/journal/10809/volumes-and-issues/65-3,https://link.springer.com/journal/10809/volumes-and-issues/65-3
"February 2010, issue 2",/journal/10809/volumes-and-issues/65-2,https://link.springer.com/journal/10809/volumes-and-issues/65-2
"January 2010, issue 1",/journal/10809/volumes-and-issues/65-1,https://link.springer.com/journal/10809/volumes-and-issues/65-1
"December 2009, issue 12",/journal/10809/volumes-and-issues/64-12,https://link.springer.com/journal/10809/volumes-and-issues/64-12
"November 2009, issue 11",/journal/10809/volumes-and-issues/64-11,https://link.springer.com/journal/10809/volumes-and-issues/64-11
"October 2009, issue 10",/journal/10809/volumes-and-issues/64-10,https://link.springer.com/journal/10809/volumes-and-issues/64-10
"September 2009, issue 9",/journal/10809/volumes-and-issues/64-9,https://link.springer.com/journal/10809/volumes-and-issues/64-9
"August 2009, issue 8",/journal/10809/volumes-and-issues/64-8,https://link.springer.com/journal/10809/volumes-and-issues/64-8
"July 2009, issue 7",/journal/10809/volumes-and-issues/64-7,https://link.springer.com/journal/10809/volumes-and-issues/64-7
"June 2009, issue 6",/journal/10809/volumes-and-issues/64-6,https://link.springer.com/journal/10809/volumes-and-issues/64-6
"May 2009, issue 5",/journal/10809/volumes-and-issues/64-5,https://link.springer.com/journal/10809/volumes-and-issues/64-5
"April 2009, issue 4",/journal/10809/volumes-and-issues/64-4,https://link.springer.com/journal/10809/volumes-and-issues/64-4
"March 2009, issue 3",/journal/10809/volumes-and-issues/64-3,https://link.springer.com/journal/10809/volumes-and-issues/64-3
"February 2009, issue 2",/journal/10809/volumes-and-issues/64-2,https://link.springer.com/journal/10809/volumes-and-issues/64-2
"January 2009, issue 1",/journal/10809/volumes-and-issues/64-1,https://link.springer.com/journal/10809/volumes-and-issues/64-1
"December 2008, issue 12",/journal/10809/volumes-and-issues/63-12,https://link.springer.com/journal/10809/volumes-and-issues/63-12
"November 2008, issue 11",/journal/10809/volumes-and-issues/63-11,https://link.springer.com/journal/10809/volumes-and-issues/63-11
"October 2008, issue 10",/journal/10809/volumes-and-issues/63-10,https://link.springer.com/journal/10809/volumes-and-issues/63-10
"September 2008, issue 9",/journal/10809/volumes-and-issues/63-9,https://link.springer.com/journal/10809/volumes-and-issues/63-9
"August 2008, issue 8",/journal/10809/volumes-and-issues/63-8,https://link.springer.com/journal/10809/volumes-and-issues/63-8
"July 2008, issue 7",/journal/10809/volumes-and-issues/63-7,https://link.springer.com/journal/10809/volumes-and-issues/63-7
"June 2008, issue 6",/journal/10809/volumes-and-issues/63-6,https://link.springer.com/journal/10809/volumes-and-issues/63-6
"May 2008, issue 5",/journal/10809/volumes-and-issues/63-5,https://link.springer.com/journal/10809/volumes-and-issues/63-5
"April 2008, issue 4",/journal/10809/volumes-and-issues/63-4,https://link.springer.com/journal/10809/volumes-and-issues/63-4
"March 2008, issue 3",/journal/10809/volumes-and-issues/63-3,https://link.springer.com/journal/10809/volumes-and-issues/63-3
"February 2008, issue 2",/journal/10809/volumes-and-issues/63-2,https://link.springer.com/journal/10809/volumes-and-issues/63-2
"January 2008, issue 1",/journal/10809/volumes-and-issues/63-1,https://link.springer.com/journal/10809/volumes-and-issues/63-1
"December 2007, issue 12",/journal/10809/volumes-and-issues/62-12,https://link.springer.com/journal/10809/volumes-and-issues/62-12
"November 2007, issue 11",/journal/10809/volumes-and-issues/62-11,https://link.springer.com/journal/10809/volumes-and-issues/62-11
"October 2007, issue 10",/journal/10809/volumes-and-issues/62-10,https://link.springer.com/journal/10809/volumes-and-issues/62-10
"September 2007, issue 9",/journal/10809/volumes-and-issues/62-9,https://link.springer.com/journal/10809/volumes-and-issues/62-9
"August 2007, issue 8",/journal/10809/volumes-and-issues/62-8,https://link.springer.com/journal/10809/volumes-and-issues/62-8
"July 2007, issue 7",/journal/10809/volumes-and-issues/62-7,https://link.springer.com/journal/10809/volumes-and-issues/62-7
"June 2007, issue 6",/journal/10809/volumes-and-issues/62-6,https://link.springer.com/journal/10809/volumes-and-issues/62-6
"May 2007, issue 5",/journal/10809/volumes-and-issues/62-5,https://link.springer.com/journal/10809/volumes-and-issues/62-5
"April 2007, issue 4",/journal/10809/volumes-and-issues/62-4,https://link.springer.com/journal/10809/volumes-and-issues/62-4
"March 2007, issue 3",/journal/10809/volumes-and-issues/62-3,https://link.springer.com/journal/10809/volumes-and-issues/62-3
"February 2007, issue 2",/journal/10809/volumes-and-issues/62-2,https://link.springer.com/journal/10809/volumes-and-issues/62-2
"January 2007, issue 1",/journal/10809/volumes-and-issues/62-1,https://link.springer.com/journal/10809/volumes-and-issues/62-1
"December 2006, issue 12",/journal/10809/volumes-and-issues/61-12,https://link.springer.com/journal/10809/volumes-and-issues/61-12
"November 2006, issue 11",/journal/10809/volumes-and-issues/61-11,https://link.springer.com/journal/10809/volumes-and-issues/61-11
"October 2006, issue 10",/journal/10809/volumes-and-issues/61-10,https://link.springer.com/journal/10809/volumes-and-issues/61-10
"September 2006, issue 9",/journal/10809/volumes-and-issues/61-9,https://link.springer.com/journal/10809/volumes-and-issues/61-9
"September 2006, issue 5",/journal/10809/volumes-and-issues/61-5,https://link.springer.com/journal/10809/volumes-and-issues/61-5
"August 2006, issue 8",/journal/10809/volumes-and-issues/61-8,https://link.springer.com/journal/10809/volumes-and-issues/61-8
"July 2006, issue 7",/journal/10809/volumes-and-issues/61-7,https://link.springer.com/journal/10809/volumes-and-issues/61-7
"June 2006, issue 6",/journal/10809/volumes-and-issues/61-6,https://link.springer.com/journal/10809/volumes-and-issues/61-6
