title,issue,issue_href,url,content_type,publish_date,abstract
Optofluidic force induction as a process analytical technology,"September 2023, issue 21",/journal/216/volumes-and-issues/415-21,https://link.springer.com/article/10.1007/s00216-023-04796-3,Research Paper,01 July 2023,"Manufacturers of nanoparticle-based products rely on detailed information about critical process parameters, such as particle size and size distributions, concentration, and material composition, which directly reflect the quality of the final product. These process parameters are often obtained using offline characterization techniques that cannot provide the temporal resolution to detect dynamic changes in particle ensembles during a production process. To overcome this deficiency, we have recently introduced Optofluidic Force Induction (of2i) for optical real-time counting with single particle sensitivity and high throughput. In this paper, we apply of2i to highly polydisperse and multi modal particle systems, where we also monitor evolutionary processes over large time scales. For oil-in-water emulsions we detect in real time the transition between high-pressure homogenization states. For silicon carbide nanoparticles, we exploit the dynamic of2i measurement capabilities to introduce a novel process feedback parameter based on the dissociation of particle agglomerates. Our results demonstrate that of2i provides a versatile workbench for process feedback in a wide range of applications."
Screening bisphenols in complex samples via a planar Arxula adeninivorans bioluminescence bioassay,"September 2023, issue 21",/journal/216/volumes-and-issues/415-21,https://link.springer.com/article/10.1007/s00216-023-04820-6,Research Paper,17 July 2023,"The Arxula yeast bisphenol screen (A-YBS) utilizes the bioluminescent Arxula adeninivorans yeast–based reporter cells for tailored analysis of bisphenols, one of the major endocrine-disrupting compound groups. For the first time, this bioreporter has been applied on the high-performance thin-layer chromatography (HPTLC) adsorbent surface to develop a respective planar bioluminescence bioassay (pA-YBS). The goal was to combine the advantages of HPTLC with a more selective bioassay detection for bisphenols. The performance of this pA-YBS bioluminescence bioassay was demonstrated by calculating the half-maximal effective concentration (EC50) of bisphenols compared to references. The EC50 ranged from 267 pg/band for bisphenol Z and 322 pg/band for bisphenol A (BPA) to > 1 ng/band for other bisphenols (BPC, BPE, BPF, and BPS) and references (17β-estradiol and 17α-ethinylestradiol). The EC50 value of BPA was three times more sensitive in signal detection than that of 17β-estradiol. The visual or videodensitometric limit of detection of BPA was about 200 pg/zone. The higher signal intensity and sensitivity for BPA confirmed the tailored bioassay selectivity compared to the existing estrogen screen bioassay. It worked on different types of HPTLC silica gel plates. This HPTLC–UV/Vis/FLD–pA-YBS bioluminescence bioassay method was used to analyze complex mixtures such as six tin can migrates, five thermal papers, and eleven botanicals. The detected estrogenic compound zones in the tin can migrates were successfully verified via the duplex planar yeast antagonist estrogen screen (pYAES) bioassay. The two bisphenols A and S were identified in one out of five thermal papers and confirmed with high-resolution mass spectrometry. No bisphenols were detected in the botanicals investigated via the pA-YBS bioluminescence bioassay. However, the botanicals proved to contain phytoestrogens as detected via the pYAES bioassay, which confirmed the tailored bioassay selectivity. This HPTLC–UV/Vis/FLD–pA-YBS bioluminescence bioassay is suited for cost-efficient analysis of BPA in complex samples, with no need for sterile conditions due to the fast workflow."
Responsive Janus droplets as modular sensory layers for the optical detection of bacteria,"September 2023, issue 21",/journal/216/volumes-and-issues/415-21,https://link.springer.com/article/10.1007/s00216-023-04838-w,Trends,14 July 2023,"The field of biosensor development is fueled by innovations in new functional transduction materials and technologies. Material innovations promise to extend current sensor hardware limitations, reduce analysis costs, and ensure broad application of sensor methods. Optical sensors are particularly attractive because they enable sensitive and noninvasive analyte detection in near real-time. Optical transducers convert physical, chemical, or biological events into detectable changes in fluorescence, refractive index, or spectroscopic shifts. Thus, in addition to sophisticated biochemical selector designs, smart transducers can improve signal transmission and amplification, thereby greatly facilitating the practical applicability of biosensors, which, to date, is often hampered by complications such as difficult replication of reproducible selector-analyte interactions within a uniform and consistent sensing area. In this context, stimuli-responsive and optically active Janus emulsions, which are dispersions of kinetically stabilized biphasic fluid droplets, have emerged as a novel triggerable material platform that provides as a versatile and cost-effective alternative for the generation of reproducible, highly sensitive, and modular optical sensing layers. The intrinsic and unprecedented chemical-morphological-optical coupling inside Janus droplets has facilitated optical signal transduction and amplification in various chemo- and biosensor paradigms, which include examples for the rapid and cost-effective detection of major foodborne pathogens. These initial demonstrations resulted in detection limits that rival the capabilities of current commercial platforms. This trend article aims to present a conceptual summary of these initial efforts and to provide a concise and comprehensive overview of the pivotal kinetic and thermodynamic principles that govern the ability of Janus droplets to sensitively and selectively respond to and interact with bacteria."
Portable biosensor-based oral pathogenic bacteria detection for community and family applications,"September 2023, issue 21",/journal/216/volumes-and-issues/415-21,https://link.springer.com/article/10.1007/s00216-023-04809-1,Critical Review,30 June 2023,"Detection of oral pathogens is essential in the management of oral diseases, as their occurrence and progression are closely linked to an imbalance in these microorganisms. Detection techniques such as microbial cultures, enzyme-linked immunosorbent assays and polymerase chain reactions are highly dependent on complex testing procedures and specialized laboratory equipment, making prevention and early diagnosis of oral diseases difficult. To comprehensively implement oral disease prevention and early diagnosis in social groups, there is an urgent need for portable testing methods for oral pathogenic bacteria that can be applied in community and home settings. In this review, several common portable biosensors for pathogenic bacteria are first described. Based on the goal of achieving primary prevention and diagnosis of oral diseases, we elaborate and summarize portable biosensors for common oral pathogenic bacteria in terms of how to achieve portability of the technique. This review aims to reflect the current status of portable biosensors for common oral pathogens and to lay the foundation for the further realization of portable detection of oral pathogens."
Raman mapping for determination of TiO2 in different solid food samples by multivariate curve resolution with alternating least squares,"September 2023, issue 21",/journal/216/volumes-and-issues/415-21,https://link.springer.com/article/10.1007/s00216-023-04839-9,Research Paper,13 July 2023,"Titanium dioxide is a food additive commonly used as a white food coloring (E171). Its wide use by the food industry associated with the nanometric size distribution of the particles of this pigment has shown high genotoxicity associated with recurrent exposure by ingestion. Therefore, the use of E171 in food products has already been banned by some industries and in the European Union. Such banishment should soon be extended to other countries around the world, making it important to establish techniques for the efficient determination of TiO2 in different food products. The association between hyperspectral images and chemometric tools can be useful in this sense, aiming to enable the use of a single method for sample preparation and analysis of different types of food. Thus, the present work aims to evaluate the use of Raman mapping associated with the resolution of multivariate curves with alternating least squares (MCR-ALS) for the determination of titanium dioxide in solid food samples with different compositions, without the need to introduce specific sample preparation. The proposed method allowed for the first-time quantification of TiO2 in different food matrices without specific sample preparation, with a simple, rapid, accurate (93% of recovery), low detection limits (0.0111% m/m) and quantification (0.0370% m/m) and adequate linearity (r = 0.9990) and precise (standard deviation around 0.020–0.030% w/w) methodology. Such results highlight the potential use of Raman mapping associated with the MCR-ALS for quantification of the nano-TiO2 in commercial samples."
Complementary methods for structural assignment of isomeric candidate structures in non-target liquid chromatography ion mobility high-resolution mass spectrometric analysis,"September 2023, issue 21",/journal/216/volumes-and-issues/415-21,https://link.springer.com/article/10.1007/s00216-023-04852-y,Research Paper,15 July 2023,"Non-target screening with LC/IMS/HRMS is increasingly employed for detecting and identifying the structure of potentially hazardous chemicals in the environment and food. Structural assignment relies on a combination of multidimensional instrumental methods and computational methods. The candidate structures are often isomeric, and unfortunately, assigning the correct structure among a number of isomeric candidate structures still is a key challenge both instrumentally and computationally. While practicing non-target screening, it is usually impossible to evaluate separately the limitations arising from (1) the inability of LC/IMS/HRMS to resolve the isomeric candidate structures and (2) the uncertainty of in silico methods in predicting the analytical information of isomeric candidate structures due to the lack of analytical standards for all candidate structures. Here we evaluate the feasibility of structural assignment of isomeric candidate structures based on in silico–predicted retention time and database collision cross-section (CCS) values as well as based on matching the empirical analytical properties of the detected feature with those of the analytical standards. For this, we investigated 14 candidate structures corresponding to five features detected with LC/HRMS in a spiked surface water sample. Considering the predicted retention times and database CCS values with the accompanying uncertainty, only one of the isomeric candidate structures could be deemed as unlikely; therefore, the annotation of the LC/IMS/HRMS features remained ambiguous. To further investigate if unequivocal annotation is possible via analytical standards, the reversed-phase LC retention times and low- and high-resolution ion mobility spectrometry separation, as well as high-resolution MS2 spectra of analytical standards were studied. Reversed-phase LC separated the highest number of candidate structures while low-resolution ion mobility and high-resolution MS2 spectra provided little means for pinpointing the correct structure among the isomeric candidate structures even if analytical standards were available for comparison. Furthermore, the question arises which prediction accuracy is required from the in silico methods to par the analytical separation. Based on the experimental data of the isomeric candidate structures studied here and previously published in the literature (516 retention time and 569 CCS values), we estimate that to reduce the candidate list by 95% of the structures, the confidence interval of the predicted retention times would need to decrease to below 0.05 min for a 15-min gradient while that of CCS values would need to decrease to 0.15%. Hereby, we set a clear goal to the in silico methods for retention time and CCS prediction."
Enzyme-targeted near-infrared fluorescent probe for organophosphorus pesticide residue detection,"August 2023, issue 20",/journal/216/volumes-and-issues/415-20,https://link.springer.com/article/10.1007/s00216-023-04801-9,Paper in Forefront,12 July 2023,"Pesticide residues significantly affect food safety and harm human health. In this work, a series of near-infrared fluorescent probes were designed and developed by acylating the hydroxyl group of the hemicyanine skeleton with a quenching moiety for monitoring the presence of organophosphorus pesticides in food and live cells. The carboxylic ester bond on the probe was hydrolyzed catalytically in the presence of carboxylesterase and thereby the fluorophore was released with near-infrared emission. Notably, the proposed probe 1 exhibited excellent sensitivity against organophosphorus based on the carboxylesterase inhibition mechanism and the detection limit for isocarbophos achieved 0.1734 μg/L in the fresh vegetable sample. More importantly, probe 1 allowed for situ visualization of organophosphorus in live cells and bacteria, meaning great potential for tracking the organophosphorus in biological systems. Consequently, this study presents a promising strategy for tracking pesticide residues in food and biological systems."
A numerical study on microfluidic devices to maintain the concentration and purity of dielectrophoresis-induced separated fractions of analyte,"August 2023, issue 20",/journal/216/volumes-and-issues/415-20,https://link.springer.com/article/10.1007/s00216-023-04795-4,Paper in Forefront,29 June 2023,"Determining the physical and chemical properties of biologically important particles such as cells, organelles, viruses, exosomes, complexes, nucleotides, and proteins is needed to understand their function. These properties are determined with common analytical tools (mass spectrometry, cryo-EM, NMR, various spectroscopies, nucleotide sequencing, etc.) whose function can be improved when samples are pure and concentrated. Separations science plays a central role in conditioning samples, ranging from low-resolution benchtop operations like precipitations or extractions to higher-resolution chromatography and electrophoresis. In the last two decades, gradient insulator-based dielectrophoresis (g-iDEP) has emerged as a high-resolution separation technique capable of highly selective enrichment of cells, viruses, exosomes, and proteins. Specific evidence has been shown that pure homogeneous and concentrated fractions of cells and exosomes can be generated from complex mixtures. However, recovering those fractions for analysis has not been developed, limiting the technique to an analytical rather than a preparative one. Here, a finite element analysis was undertaken to identify geometries and operational parameters to efficiently remove the enriched fraction while retaining maximum concentration and providing total mass transfer. Geometric factors (e.g., side channel width and distance from the gradient-inducing gap) were studied, along with the addition of a second inlet side channel. Two flow-generating mechanisms—electroosmosis and hydrostatic pressure—were evaluated for semi-optimized device designs, including a comparison of the one- and two-inlet designs. Simulations indicate effectively one hundred percent mass transfer and a concentration increase by an order of magnitude for several device configurations and operational parameters."
Sensitive and discriminative detection of cysteine by a Nile red-based NIR fluorescence probe,"August 2023, issue 20",/journal/216/volumes-and-issues/415-20,https://link.springer.com/article/10.1007/s00216-023-04790-9,Research Paper,15 June 2023,"Cysteine (Cys) is a significant biological mercaptan that achieves key roles in several important physiological processes, such as reversible redox homeostasis in living organisms. Abnormal levels of Cys in the human body are directly related to many diseases. In this work, we constructed a sensitive sensor (Cys-NR) by connecting a Cys recognition group to a Nile red derivative. Due to photo-induced electron transfer (PET), the Cys-NR probe showed little fluorescence at 650 nm. With the addition of Cys to the assay solution, the chlorine unit of the probe was substituted by the thiol group of Cys. Further, the amino and sulfhydryl groups in cysteine underwent an intramolecular rearrangement, which led to the Cys-NR probe water solution turning from colorless to pink with an enhancement in fluorescence. The red fluorescence at 650 nm increased about 20 times. Based on the turn-on signal, a selective Cys detection method is developed. The probe signal is not affected by various potential interferences or other competing biothiols and the limit of detection (LOD) is determined to be 0.44 μM. In addition, the probe is further employed for imaging of Cys in live cells, revealing good biological imaging ability that could provide a new way of intracellular Cys detection."
A comparison of four liquid chromatography–mass spectrometry platforms for the analysis of zeranols in urine,"August 2023, issue 20",/journal/216/volumes-and-issues/415-20,https://link.springer.com/article/10.1007/s00216-023-04791-8,Research Paper,11 July 2023,"Targeted biomonitoring studies quantifying the concentration of zeranols in biological matrices have focused on liquid chromatography interfaced to mass spectrometry (LC–MS). The MS platform for measurement, quadrupole, time-of-flight (ToF), ion trap, etc., is often chosen based on either sensitivity or selectivity. An instrument performance comparison of the benefits and limitations using matrix-matched standards containing 6 zeranols on 4 MS instruments, 2 low-resolution (linear ion traps), and 2 high-resolution (Orbitrap and ToF) was undertaken to identify the best measurement platform for multiple biomonitoring projects characterizing the endocrine disruptive properties of zeranols. Analytical figures of merit were calculated for each analyte to compare instrument performance across platforms. The calibration curves had correlation coefficients r = 0.989 ± 0.012 for all analytes and LODs and LOQs were ranked for sensitivity: Orbitrap > LTQ > LTQXL > G1 (V mode) > G1 (W mode). The Orbitrap had the smallest measured variation (lowest %CV), while the G1 had the highest. Instrumental selectivity was calculated using full width at half maximum (FWHM) and as expected, the low-resolution instruments had the broadest spectrometric peaks, concealing coeluting peaks under the same mass window as the analyte. Multiple peaks from concomitant ions, unresolved at low resolution (within a unit mass window), were present but did not match the exact mass predicted for the analyte. For example, the high-resolution platforms were able to differentiate between a concomitant peak at 319.1915 from the analyte at 319.1551, included in low-resolution quantitative analyses demonstrating the need to consider coeluting interfering ions in biomonitoring studies. Finally, a validated method using the Orbitrap was applied to human urine samples from a pilot cohort study."
Plasmon-enhanced fluorescence for ellagic acid detection based on surface structure of gold nanoparticles,"August 2023, issue 20",/journal/216/volumes-and-issues/415-20,https://link.springer.com/article/10.1007/s00216-023-04792-7,Research Paper,21 June 2023,"Ellagic acid (EA), as a natural polyphenolic acid, is considered a naturally occurring inhibitor of carcinogenesis. Herein, we developed a plasmon-enhanced fluorescence (PEF) probe for EA detection based on silica-coated gold nanoparticles (Au NPs). A silica shell was designed to control the distance between silica quantum dots (Si QDs) and Au NPs. The experimental results indicated that an 8.8-fold fluorescence enhancement was obtained compared with the original Si QDs. Three-dimensional finite-difference time-domain (3D-FDTD) simulations further demonstrated that the local electric field enhancement around Au NPs led to the fluorescence enhancement. In addition, the fluorescent sensor was applied for the sensitive detection of EA with a detection limit of 0.14 μM. It can be used to detect EA in pomegranate rind with a recovery rate of 100.26–107.93%. It can also be applied to the analysis of other substances by changing the identification substances. These experimental results indicated that the probe provides a good option for clinical analysis and food safety."
A sensitive electrochemical aptasensor for zearalenone detection based on target-triggered branched hybridization chain reaction and exonuclease I–assisted recycling,"August 2023, issue 20",/journal/216/volumes-and-issues/415-20,https://link.springer.com/article/10.1007/s00216-023-04797-2,Research Paper,16 June 2023,"Traditional methods for detecting antibiotic and mycotoxin residues rely on large-scale instruments, which are expensive and require complex sample pretreatment processes and professional operators. Although aptamer-based electrochemical sensors have the advantages of simplicity, speed, low cost, and high sensitivity, most aptamer-based sensors lack a signal amplification strategy due to their direct use of aptamers as probes, resulting in insufficient sensitivity. To solve the sensitivity problem in the electrochemical detection process, a novel electrochemical sensing strategy was established for ultrasensitive zearalenone (ZEN) detection on the basis of exonuclease I (Exo I) and branched hybridization chain reaction (bHCR) to amplify the signal. The amplification strategy showed excellent analytical performance towards ZEN with a low detection limit at 3.1×10−12 mol/L and a wide linear range from 10−11 to 10−6 mol/L. Importantly, the assay was utilized in the corn powder samples with satisfactory results, holding promising applications in food safety detection and environmental monitoring."
