title,issue,issue_href,url,content_type,publish_date,abstract
Controlling the Resolution of Static Mass Spectrometers Using Intermediate Slit Diaphragms,"December 2019, issue 14",/journal/10809/volumes-and-issues/74-14,https://link.springer.com/article/10.1134/S1061934819140028,"('ARTICLES',)",30 December 2019,"The paper shows how to increase effectively the resolving power and transmission of a static mass spectrometer (i.e., to get an optimal compromise between these two parameters) using the properly positioned intermediate slit diaphragms in order to ensure a minimum loss of sensitivity of the device."
Study of Nettle (Urtica dióica) Lignin by Atmospheric Pressure Photoionization Orbitrap Mass Spectrometry,"December 2019, issue 14",/journal/10809/volumes-and-issues/74-14,https://link.springer.com/article/10.1134/S1061934819140090,"('ARTICLES',)",30 December 2019,"Orbital ion trap high-resolution mass spectrometry with acetone doped atmospheric pressure photoionization is first used to characterize the structure of grass lignins using an example of nettle (Urtíca dióica) dioxane lignin. The obtained mass spectrum contains about 3,000 peaks of deprotonated molecules of lignin oligomers in the molecular mass range up to 1.6 kDa. The study of tandem mass spectra and of a composition of monomers formed in the collision-induced dissociation of lignin macromolecules showed the special role of p-hydroxycinnamic acids in the formation of nettle lignin. Based on the results of tandem mass spectrometry, possible structures of nettle lignin oligomers formed by the addition of guaiacyl- and syringylpropane units followed by etherification by p-coumaric, ferulic, and dihydroferulic acids are proposed."
"Gas-Chromatographic Retention Indices in GC/MS Identification of Alkyl Dichlorophosphates, Dialkyl Chlorophosphates, and Their Thio Analogues","December 2019, issue 14",/journal/10809/volumes-and-issues/74-14,https://link.springer.com/article/10.1134/S1061934819140120,"('ARTICLES',)",30 December 2019,"The determination of a series of analytical parameters for the gas-chromatographic/mass-spectrometric identification of reactive intermediate products of phosphoryl chloride (POCl3) and thiophosphoryl chrolide (PSCl3) interaction with aliphatic alcohols, O-alkyl dichlorophosphates (I), O,O-dialkyl chlorophosphates (II), O-alkyl dichlorothiophosphates (III), and O,O-dialkyl chlorothiophosphates (IV) is considered. The members of these series are not sufficiently presented in contemporary databases; an exception is provided by series (I) and (II), which are characterized with EI mass spectra (NIST MS Database, 2017) for 8 and 19 homologues, respectively. The data set includes EI mass spectra and gas-chromatographic retention indices (RI) on standard nonpolar polydimethylsiloxane stationary phases. Strong differences in the mass spectra of homologues of series (I) depending on the conditions of their registration are revealed. A comparison of RI values for alkyl chlorophosphates and thiophosphates allows the evaluation of increments for the hypothetic substitution of the oxygen atom in the P=O fragment with the sulfur atom (P=S), namely 59 ± 4 and 30 ± 4 for O-alkyl dichloro- and O,O-dialkyl chloroderivatives. The statistical processing of the so-called homologous increments of retention indices leads to average values attributed to a homologous series rather than to individual homologues. Using these values permitted us to evaluate the molecular weights of homologues for which no reliably detected signals of molecular ions are present in EI mass spectra."
Determination of a New Antiulcer Drug in Rat Blood Plasma by Liquid Chromatography–Mass Spectrometry,"December 2019, issue 14",/journal/10809/volumes-and-issues/74-14,https://link.springer.com/article/10.1134/S1061934819140089,"('ARTICLES',)",30 December 2019,"Synthesis of an innovative drug 9-(2,5-dihydroxyphenyl)-2-(4-ethoxyphenyl)-2,3,7,8-tetrahydro-1H-pyrido[1,2-a]pyrazine-1,4(6H)-dione (PPI) for the treatment of peptic ulcer with a new mechanism of action has necessitated the pharmacokinetics study of the substance in the blood plasma and investigation of its absorption and elimination processes. This paper describes the development and validation of a technique for the quantitative determination of new compound PPI in rat blood plasma by HPLC/MS. The method of solid-phase extraction is applied to extract PPI from blood plasma in the process of biological sample preparation. The lower limit of quantification is 0.1 ng/mL with a linearity range from 0.1 to 1000 ng/mL. By the developed technique, the sample analysis of rat blood plasma was carried out after the introduction of PPI pharmaceutical substance in a dose of 20 mg/kg, a pharmacokinetic profile of the substance was established, and pharmacokinetic parameters were calculated in order to judge the degrees and rates of absorption and excretion of the new antiulcer drug in the blood of laboratory rats."
On the Issue of Informativeness of Mass Spectral Diagnostic Relations and Criteria Based on Them for Testing Geochemical Hypotheses,"December 2019, issue 14",/journal/10809/volumes-and-issues/74-14,https://link.springer.com/article/10.1134/S1061934819140107,"('ARTICLES',)",30 December 2019,"The quantitative evaluation of the errors of the 1st and 2nd kind for mass spectral criteria is obtained. These errors have been earlier proposed for distinguishing oils generated in carbonate and other rocks for the Domanic formation of the northern and central Volga−Ural regions. It is shown that none of them work: the best criteria have the 1st and 2nd kind errors close to 50%. Consequently, for all regions where carbonate oil source rocks are possible, a work similar to this should be done primarily, and only after such study, the analysis of oils becomes meaningful. It is also necessary to obtain quantitative estimates of the quality of all the other criteria used in petroleum geochemistry, for which such assessments are technically possible. New criteria should be designed only on the basis of those composition parameters for which the value of the Mann–Whitney test is close to zero."
Determination of Residual Amounts of Antibiotics in Environmental Samples and Food Products,"November 2022, issue 11",/journal/10809/volumes-and-issues/77-11,https://link.springer.com/article/10.1134/S1061934822110077,REVIEWS,12 November 2022,"We present a review of methods for the sample preparation and determination of residual amounts of antibiotics in environmental samples and food products: aminoglycosides, amphenicols, glycopeptides, diaminopyrimidines, ionophores, lincosamides, macrolides, nitroimidazoles, nitrofurans, penicillins, pleuromutilins, polypeptides, sulfonamides, tetracyclines, quinolones, quinoxalines, and cephalosporins. Approaches for their individual and group determination are considered. High-performance and ultra-high-performance liquid chromatography with mass spectrometric detection are mainly used for the group determination of residual amounts of antibiotics of various classes. Promising methods of sample preparation are QuEChERS, dispersive liquid–liquid microextraction, and solid-phase extraction."
Overview of UHPLC-MS: an Effective and Sensitive Hyphenated Technique,"November 2022, issue 11",/journal/10809/volumes-and-issues/77-11,https://link.springer.com/article/10.1134/S1061934822110119,REVIEWS,12 November 2022,"This review describes the importance of UHPLC-MS in different fields and highlights the advancement in this hyphenated technique. The hyphenation of UHPLC-MS provides a standard modernized platform for many applications in pharmaceutics, environmental analysis, food industry and forensic science. The features of UHPLC-MS are higher degree of automation, shorter analysis time, better reproducibility and higher sensitivity which make this technique superior to other hyphenated techniques."
Processing and Interpretation of Analytical Data with a High Degree of Uncertainty,"November 2022, issue 11",/journal/10809/volumes-and-issues/77-11,https://link.springer.com/article/10.1134/S1061934822090143,ARTICLES,12 November 2022,"Some analytical problems, which are often considered incorrect for objective reasons, are considered. The main of these reasons is an anomalously large scatter of the initial data. It can be due to either the low reproducibility of the characteristics of substances, their quantities, analytical signal intensities, process conditions, etc., or variability due to differences in the nature of the objects themselves. In the latter case, the nature of data interpretation is influenced by analytical hypotheses adopted for their consideration. The tasks considered include variations in the component composition of developers for black-and-white negative photographic materials, comparison of temperature parameters of the gas-chromatographic separation of various organic compounds, toxicity characterization (LD50) of homologues using C3–C12 1-alkanols as an example, and the possibility of predicting sample preparation operations in the determination of drugs in blood plasma based on their physicochemical characteristics. The main features of data interpretation characterized by a high degree of uncertainty are revealed. It is noted that important conclusions can be drawn based on the facts of low reproducibility (one-dimensional arrays) or poor correlation of variables (two-dimensional arrays)."
Comparison of Two Preconcentration Methods for the Determination of Nickel Using a Ni–2-(2-thiazolylazo)-p-Cresol Complex: Extraction and Sorption onto Ion Exchange Resin,"November 2022, issue 11",/journal/10809/volumes-and-issues/77-11,https://link.springer.com/article/10.1134/S1061934822110132,ARTICLES,12 November 2022,"2-(2-Thiazolylazo)-p-cresol (TAC) reacts with Ni(II) at pH 6–10 and forms a 1 : 2 blue complex. The stability constant of this complex is 5.0 ± 0.3. The complex has maximum absorption at 600 nm with the molar absorptivity of 27063 L/mol cm. Two preconcentration methods for the determination of Ni (an extraction method and sorption onto an ion exchange resin) at ppm levels using a Ni−TAC complex in EtOH−H2O (1 : 1, v/v) are described. For the extraction method, the linear regression was y = 0.0375x – 0.0007, and the coefficient of determination (r2) was 0.9995. The limit of detection (LOD) was 9 µg/L, and the limit of quantification (LOQ) was 28 µg/L. The assay recovery was 83 ± 6%, and the intermediate precision (relative standard deviation (RSD), %) was 2.3%. For the method including sorption onto an ion exchange resin, the linear regression was y = 0.0391x – 0.0001, and the coefficient of determination (r2) was 0.9995. The LOD and LOQ were 7 and 25 µg/L, respectively. The assay recovery was 99 ± 6%, and the intermediate precision (RSD) was 2.2%. Sorption onto an ion exchange resin is simple and precise and offers higher recovery compared to the extraction method for Ni quantification. Based on the findings in the present study, the preconcentration method including sorption onto an ion exchange resin could be applied to the determination of Ni in wastewater."
Spectrometric Determination of the Total Concentration of Similar Analytes Using Inverted Multivariate Calibrations,"November 2022, issue 11",/journal/10809/volumes-and-issues/77-11,https://link.springer.com/article/10.1134/S1061934822110156,ARTICLES,12 November 2022,"Inverted multivariate calibration methods are used for the spectrometric determination of the total concentration (cΣ) of substances of the same type in environmental samples and food products. They represent сΣ as a sum of generalized signals (Aj), measured at different wavelengths (λj) and multiplied by corresponding regression coefficients (kj). The values of kj are found using chemometric algorithms based on the absorption spectra of mixtures of the known composition included in the training set. At the additive absorbance of mixtures, this method of group analysis gives rather accurate results. The ability of determining the total concentration of analytes with nonadditive absorbance in this way is unobvious; this case has not been studied. The aim of this study was to test the applicability of inverted calibrations for the nonadditive absorbance of analytes. Mixtures of complex compounds of Cu, Co, Ni, Zn, and Pb with the photometric reagent 4-(2-pyridylazo)resorcinol (PAR) were used as model samples. Aqueous solutions of these complexes at pH 10 have rather similar absorption spectra with maxima at 490–530 nm. In the absorption spectra of many solutions containing ions of these metals and an excess of PAR, we observed statistically significant (up to 30 rel %) positive deviations from additivity. To construct an inverted calibration, 14 mixtures with a known total metal concentration (сΣ from 8 to 25 µmol/L) were used; their absorbance was measured at six wavelengths. The least-squares estimates of regression coefficients were found using the Microsoft Excel software. Based on the resulting calibration, the cΣ values were calculated for mixtures of test samples. Relative errors in determining сΣ did not exceed 8 rel % at RSD < 4%, and the systematic errors were statistically insignificant. A further increase in the number of analytical wavelengths and the size of the training set did not decrease the errors significantly. Thus, inverted calibrations are applicable to the determination of the total concentrations of similar substances with both additive and nonadditive absorbances of the sample."
Polynomial Equations based on Bouguer–Lambert and Beer Laws for Deviations from Linearity and Absorption Flattening,"November 2022, issue 11",/journal/10809/volumes-and-issues/77-11,https://link.springer.com/article/10.1134/S1061934822110028,ARTICLES,12 November 2022,"Polynomial through the origin equations based on the Bouguer—Lambert and Beer laws were proposed for the accurate representation of positive and negative deviations from linearity and absorption flattening. Cubic and higher order equations of absorbance on concentration, thickness, and molar absorptivity do not provide explicit inverse equations which are required to determine the concentration, thickness, and molar absorptivity. Quadratic equations provide explicit inverse equations. The proposed quadratic equations are \(A = ad + b{{d}^{2}}\) and \(A = ad - b{{d}^{2}}\) for positive and negative deviations from linearity of the Bouguer—Lambert law, \(A = \varepsilon dc + {{\xi }}d{{c}^{2}}\) and \(A = \varepsilon dc - {{\xi }}d{{c}^{2}}\) for positive and negative deviations from linearity of the Beer law, and \(A = f\varepsilon - g{{\varepsilon }^{2}}\) for absorption flattening, where \(A\) is absorbance, \(a\) and \(b\) are linear and nonlinear absorption coefficients, \(c\) is molar concentration, \(d\) is thickness, \(\varepsilon \) and \({{\xi }}\) are linear and nonlinear molar absorptivities, \(f\) and \(g\) are linear and nonlinear coefficients. Concentration, thickness, and molar absorptivity are determined from inverse equations."
"An Expeditious Spectrophotometric Estimation of Memantine Hydrochloride by Facile Derivatization Using N,N-Dimethyl Aniline","November 2022, issue 11",/journal/10809/volumes-and-issues/77-11,https://link.springer.com/article/10.1134/S1061934822110144,ARTICLES,12 November 2022,"The present work deals with the development and validation of an UV-Vis spectrophotometric method for the quantitative determination of Memantine hydrochloride. To execute this task, Memantine (MMT), being an UV inactive molecule, was first derivatized by conducting conventional diazotization reaction and further coupling with N,N-dimethyl aniline (DMA) at 2 to 5°C. The newly formed MMT-DMA complex showed characteristic absorbance maximum at 354 nm. The spectroscopic estimation was achieved by scanning the spectrum between 200 and 800 nm on Shimadzu UV-1900 spectrophotometer. The developed method was validated further with respect to linearity, accuracy, precision, LOD, LOQ and robustness. The method showed expediency over the previously reported methods including instantaneous reaction, facile synthesis and high sensitivity. Moreover, the method has proven to be successful when applied for quantitative determination of marketed pharmaceutical formulations."
Applicability of Silver Nanoparticles as a Fluorescent Precursor for the Determination of Spectinomycin Hydrochloride in Human Plasma,"November 2022, issue 11",/journal/10809/volumes-and-issues/77-11,https://link.springer.com/article/10.1134/S1061934822110107,ARTICLES,12 November 2022,"A novel, rapid, and accurate ultra-sensitive spectrofluorimetric method was developed and applied for the determination of spectinomycin hydrochloride (SPEC) in real human plasma and pharmaceutical dosage form. Silver nanoparticles (AgNPs) fluorescence was measured at 415 nm (λex at 340 nm). The method was used for SPEC quantification in the concentration range of 0.7–30 ng/mL with the limit of quantitation equal to 0.5 ng/mL and the limit of detection of 0.19 ng/mL. The fluorescence of AgNPs was quenched via a gradual increase in SPEC concentration. The developed method was validated using ICH guidelines and bio-analytically validated using US-FDA recommendations. The simplicity and high sensitivity of the proposed method make it suitable to monitor SPEC to conduct an extensive pharmacokinetic study for SPEC in human plasma. Moreover, SPEC stability was studied in real human plasma. SPEC was also subjected to acidic, basic, oxidative, and photolytic forced degradation conditions according to ICH guidelines. As observed, SPEC showed extensive degradation under acid, base, and oxidative hydrolysis stress conditions."
Determination of Sulfacetamide in Blood and Urine Using PBS Quantum Dots Sensor and Artificial Neural Networks,"November 2022, issue 11",/journal/10809/volumes-and-issues/77-11,https://link.springer.com/article/10.1134/S1061934822110041,ARTICLES,12 November 2022,"Fluorescent chemical sensors have been proposed to detect drugs by increasing or shutting down the fluorescence emission and absorption. These sensors have been used because they are non-destructive, able to show concentrations, have fast response time and high accuracy. In this research, a chemical sensor based on PbS functionalized with gelatin quantum dots was utilized for sulfacetamide detection. The calibration curve was linear in the range of 0.02 to 10 µg/L. The standard deviation was less than 2.0%, and the method detection limit (3s/m) was 0.022 nM; the response for PbS quantum dot–gelatin nanocomposite sensor was obtained in 50 s at 330 nm at a 95% confidence level. The artificial neural network model was used as a tool for determining the mean square error (MSE of 0.031) for sulfacetamide by PbS quantum dot–gelatin nanocomposite sensor. The observed outcomes confirmed suitable recovery and very low detection limit for sulfacetamide determination. The fluorometric method was applied to quantify sulfacetamide in real samples such as urine and blood and could be used for other drugs and hospital samples. The chemical PbS quantum dot–gelatin nanocomposite sensor is an excellent sensor with good reproducibility."
Direct Determination of Dissolved Silicon in Atmospheric Precipitation by CH4−Ar Mixed Plasma DRC-ICP-MS,"November 2022, issue 11",/journal/10809/volumes-and-issues/77-11,https://link.springer.com/article/10.1134/S1061934822110168,ARTICLES,12 November 2022,"Direct determination of dissolved silicon (DSi) in atmospheric precipitation by ICP-MS is still a challenge because of the presence of serious mass interferences. In this work, a reliable method based on CH4−Ar mixed gas plasma DRC-ICP-MS was successfully used for the direct determination of DSi in atmospheric precipitation samples. The interfering ions (14N14N+, 12C16O+) were directly removed by the reaction with carbon dioxide gas and could be reduced by up to 99% at m/z 28. In addition, the sensitivity of 28Si+ was 2-fold improved by CH4 modifier that was introduced to the ICP plasma at 2 mL/min, and the background signal was decreased to 60%. Under the optimized conditions, the limit of quantification was 5 μg/L, and the reproducibility (RSD) was generally less than 3%. The proposed method was assessed using surface water standard reference materials, and the measured values agreed well with the certified values."
Determination of Phenolic Compounds in Hypericum perforatum L. Aqueous Extracts by Gas Chromatography–Mass Spectrometry Using Solid-Phase Analytical Derivatization,"November 2022, issue 11",/journal/10809/volumes-and-issues/77-11,https://link.springer.com/article/10.1134/S1061934822110120,ARTICLES,12 November 2022,"We studied the gas chromatographic determination and identification of phenolic compounds in aqueous extracts of St. John’s wort (Hypericum perforatum L.) using solid-phase analytical derivatization in the sample preparation for analysis and mass spectrometric detection. A comparative analysis of the results of the determination of phenolic compounds using conventional analytical derivatization in solution and solid-phase analytical derivatization in aqueous extracts of St. John’s wort showed that the preparation of derivatives on an adsorbent shortens sample preparation, minimizes the volume of the extract, and expands the list of components to be determined. We found the optimal conditions for the adsorption of phenolic substances from aqueous extracts on the Strata C18-E adsorbent and solid-phase analytical derivatization with N,O-bis(trimethylsilyl)trifluoroacetamide. Gas chromatography–mass spectrometric characteristics were determined to identify compounds in the St. John’s wort aqueous extract. The results of the identification of compounds satisfactory agree with the HPLC–DAD data obtained using standard substances, allowing a conclusion that the solid-phase analytical derivatization of phenolic compounds is comparable in analytical capabilities to derivatization in solution."
Control of the Conditions of the Completeness of the Mineralization (Sample Preparation) of Biomonitor Moss Samples in the Determination of Heavy Metals Entering Them in Transboundary Transfer from Atmospheric Air,"November 2022, issue 11",/journal/10809/volumes-and-issues/77-11,https://link.springer.com/article/10.1134/S1061934822110089,ARTICLES,12 November 2022,The work deals with the selection of conditions for the preparation of biomonitor mosses using a microwave decomposition system for the determination of heavy metals entering them during transboundary transfer from atmospheric air. The completeness of mineralization is controlled using the method of thermal oxidative spectroscopy—oxythermography. Metals are determined by inductively coupled plasma atomic emission spectrometry. The accuracy of the analysis is controlled using the Standard Reference Material M2 moss reference sample.
Photonic Crystals and Their Analogues as Tools for Chemical Analysis,"October 2022, issue 10",/journal/10809/volumes-and-issues/77-10,https://link.springer.com/article/10.1134/S1061934822100033,REVIEWS,07 October 2022,"Nature has created nanostructures that have attracted attention because of a combination of unique properties. Photonic crystals capable of reflecting a narrow band of visible radiation are among many ordered nanostructures, used in optics, electronics, nanotechnology, and chemical analysis. A slight impact on photonic crystals at the macro level brings to significant changes at the micro level. This property formed a basis for the creation of selective sensors for rapid analysis. The creation of sensor matrices based on photonic crystals comprises three main stages: the formation of ordered structures, imparting specific properties to them, and recording and interpretating an analytical signal. Such an integrated approach results in sensor devices that enable the real-time determination of the concentrations of targets of various nature: from ions and small molecules to proteins and cells."
Extraction and Determination of Synthetic Food Dyes in an Aqueous Biphasic System Based on Tetrabutylammonium Bromide,"October 2022, issue 10",/journal/10809/volumes-and-issues/77-10,https://link.springer.com/article/10.1134/S1061934822100100,ARTICLES,07 October 2022,"An aqueous biphasic system (ABS) based on tetrabutylammonium bromide (TBABr) with ammonium sulfate as a salting-out agent was used to extract synthetic food dyes from aqueous solutions. Conditions for the preparation of the TBABr–H2O–(NH4)2SO4 ABS for microextraction preconcentration of Allura Red, Tartrazine, Azorubine, Sunset Yellow, and Fast Green were optimized: tetrabutylammonium bromide, 0.075 M and ammonium sulfate, 33 wt %. The recovery of all of the dyes was no lower than 97% at pH 2.3–9.5 for 1 min. Filtration through nonwoven polypropylene was used to facilitate phase separation and extract isolation. The concentrate was eluted with distilled water, and the dyes in the eluate were determined by spectrophotometry. The limits of detection were 0.02, 0.03, 0.03, 0.04, and 0.02 mg/L for Allura Red, Azorubine, Tartrazine, Sunset Yellow, and Fast Green, respectively. The procedure was applied to determine dyes in drinks, a mouthwash, an Easter kit for dyeing eggs, and the drug Ibuprofen."
